date,away_team,away_pts,home_team,home_pts,ot,attendees,arena,link
2021-12-16 09:00:00,Washington Wizards,98,Phoenix Suns,118,0,16177,Phoenix Suns Arena,/boxscores/202112160PHO.html
2021-12-17 07:00:00,Miami Heat,115,Orlando Magic,105,0,14103,Amway Center,/boxscores/202112170ORL.html
2021-12-17 07:30:00,Denver Nuggets,133,Atlanta Hawks,115,0,16114,State Farm Arena,/boxscores/202112170ATL.html
2021-12-17 07:30:00,Golden State Warriors,111,Boston Celtics,107,0,19156,TD Garden,/boxscores/202112170BOS.html
2021-12-17 08:00:00,Milwaukee Bucks,112,New Orleans Pelicans,116,1,15504,Smoothie King Center,/boxscores/202112170NOP.html
2021-12-17 09:00:00,San Antonio Spurs,128,Utah Jazz,126,0,18306,Vivint Smart Home Arena,/boxscores/202112170UTA.html
2021-12-17 10:00:00,Los Angeles Lakers,92,Minnesota Timberwolves,110,0,17136,Target Center,/boxscores/202112170MIN.html
2021-12-17 10:00:00,Charlotte Hornets,116,Portland Trail Blazers,125,0,18399,Moda Center,/boxscores/202112170POR.html
2021-12-17 10:00:00,Memphis Grizzlies,124,Sacramento Kings,105,0,14659,Golden 1 Center,/boxscores/202112170SAC.html
2021-12-18 12:00:00,Houston Rockets,116,Detroit Pistons,107,0,13722,Little Caesars Arena,/boxscores/202112180DET.html
2021-12-18 07:00:00,New York Knicks,107,Boston Celtics,114,0,19156,TD Garden,/boxscores/202112180BOS.html
2021-12-18 07:30:00,Orlando Magic,100,Brooklyn Nets,93,0,16292,Barclays Center,/boxscores/202112180BRK.html
2021-12-18 07:30:00,Golden State Warriors,100,Toronto Raptors,119,0,7988,Scotiabank Arena,/boxscores/202112180TOR.html
2021-12-18 08:00:00,Los Angeles Clippers,103,Oklahoma City Thunder,104,0,15123,Paycom Center,/boxscores/202112180OKC.html
2021-12-18 09:00:00,Cleveland Cavaliers,119,Milwaukee Bucks,90,0,17341,Fiserv Forum,/boxscores/202112180MIL.html
2021-12-18 09:00:00,Washington Wizards,109,Utah Jazz,103,0,18306,Vivint Smart Home Arena,/boxscores/202112180UTA.html
2021-12-19 06:00:00,Miami Heat,90,Detroit Pistons,100,0,15188,Little Caesars Arena,/boxscores/202112190DET.html
2021-12-19 06:00:00,Portland Trail Blazers,105,Memphis Grizzlies,100,0,15977,FedEx Forum,/boxscores/202112190MEM.html
2021-12-19 06:00:00,San Antonio Spurs,114,Sacramento Kings,121,0,15091,Golden 1 Center,/boxscores/202112190SAC.html
2021-12-19 08:00:00,Los Angeles Lakers,110,Chicago Bulls,115,0,21560,United Center,/boxscores/202112190CHI.html
2021-12-19 08:00:00,Dallas Mavericks,105,Minnesota Timberwolves,111,0,16127,Target Center,/boxscores/202112190MIN.html
2021-12-19 08:00:00,Charlotte Hornets,106,Phoenix Suns,137,0,17071,Phoenix Suns Arena,/boxscores/202112190PHO.html
2021-12-20 07:30:00,Philadelphia 76ers,108,Boston Celtics,103,0,19156,TD Garden,/boxscores/202112200BOS.html
2021-12-20 08:00:00,Houston Rockets,118,Chicago Bulls,133,0,21150,United Center,/boxscores/202112200CHI.html
2021-12-20 08:00:00,Oklahoma City Thunder,102,Memphis Grizzlies,99,0,15721,FedEx Forum,/boxscores/202112200MEM.html
2021-12-20 09:00:00,Charlotte Hornets,102,Utah Jazz,112,0,18306,Vivint Smart Home Arena,/boxscores/202112200UTA.html
2021-12-20 10:00:00,Sacramento Kings,98,Golden State Warriors,113,0,18064,Chase Center,/boxscores/202112200GSW.html
2021-12-20 10:30:00,San Antonio Spurs,116,Los Angeles Clippers,92,0,18096,Crypto.com Arena,/boxscores/202112200LAC.html
2021-12-21 07:30:00,Indiana Pacers,96,Miami Heat,125,0,19600,FTX Arena,/boxscores/202112210MIA.html
2021-12-21 07:30:00,Detroit Pistons,91,New York Knicks,105,0,17906,Madison Square Garden (IV),/boxscores/202112210NYK.html
2021-12-21 08:00:00,Portland Trail Blazers,97,New Orleans Pelicans,111,0,15272,Smoothie King Center,/boxscores/202112210NOP.html
2021-12-21 08:30:00,Minnesota Timberwolves,102,Dallas Mavericks,114,0,20056,American Airlines Center,/boxscores/202112210DAL.html
2021-12-21 10:00:00,Phoenix Suns,108,Los Angeles Lakers,90,0,18997,Crypto.com Arena,/boxscores/202112210LAL.html
2021-12-22 07:30:00,Orlando Magic,104,Atlanta Hawks,98,0,15299,State Farm Arena,/boxscores/202112220ATL.html
2021-12-22 07:30:00,Cleveland Cavaliers,101,Boston Celtics,111,0,19156,TD Garden,/boxscores/202112220BOS.html
2021-12-22 08:00:00,Houston Rockets,106,Milwaukee Bucks,126,0,17341,Fiserv Forum,/boxscores/202112220MIL.html
2021-12-22 08:00:00,Denver Nuggets,94,Oklahoma City Thunder,108,0,14932,Paycom Center,/boxscores/202112220OKC.html
2021-12-22 10:00:00,Los Angeles Clippers,105,Sacramento Kings,89,0,15386,Golden 1 Center,/boxscores/202112220SAC.html
2021-12-23 07:00:00,Houston Rockets,106,Indiana Pacers,118,0,15089,Gainbridge Fieldhouse,/boxscores/202112230IND.html
2021-12-23 07:00:00,New Orleans Pelicans,110,Orlando Magic,104,0,13954,Amway Center,/boxscores/202112230ORL.html
2021-12-23 07:00:00,Atlanta Hawks,98,Philadelphia 76ers,96,0,20408,Wells Fargo Center,/boxscores/202112230PHI.html
2021-12-23 07:30:00,Detroit Pistons,112,Miami Heat,115,0,19600,FTX Arena,/boxscores/202112230MIA.html
2021-12-23 07:30:00,Washington Wizards,124,New York Knicks,117,0,18208,Madison Square Garden (IV),/boxscores/202112230NYK.html
2021-12-23 08:30:00,Milwaukee Bucks,102,Dallas Mavericks,95,0,19654,American Airlines Center,/boxscores/202112230DAL.html
2021-12-23 09:00:00,Charlotte Hornets,115,Denver Nuggets,107,0,17003,Ball Arena,/boxscores/202112230DEN.html
2021-12-23 09:00:00,Oklahoma City Thunder,101,Phoenix Suns,113,0,17071,Phoenix Suns Arena,/boxscores/202112230PHO.html
2021-12-23 09:00:00,Minnesota Timberwolves,116,Utah Jazz,128,0,18306,Vivint Smart Home Arena,/boxscores/202112230UTA.html
2021-12-23 10:00:00,Memphis Grizzlies,104,Golden State Warriors,113,0,18064,Chase Center,/boxscores/202112230GSW.html
2021-12-23 10:30:00,San Antonio Spurs,138,Los Angeles Lakers,110,0,18997,Crypto.com Arena,/boxscores/202112230LAL.html
2021-12-25 12:00:00,Atlanta Hawks,87,New York Knicks,101,0,19812,Madison Square Garden (IV),/boxscores/202112250NYK.html
2021-12-25 02:30:00,Boston Celtics,113,Milwaukee Bucks,117,0,17341,Fiserv Forum,/boxscores/202112250MIL.html
2021-12-25 05:00:00,Golden State Warriors,116,Phoenix Suns,107,0,17071,Phoenix Suns Arena,/boxscores/202112250PHO.html
2021-12-25 08:00:00,Brooklyn Nets,122,Los Angeles Lakers,115,0,18997,Crypto.com Arena,/boxscores/202112250LAL.html
2021-12-25 10:30:00,Dallas Mavericks,116,Utah Jazz,120,0,18306,Vivint Smart Home Arena,/boxscores/202112250UTA.html
2021-12-26 03:30:00,Orlando Magic,83,Miami Heat,93,0,19600,FTX Arena,/boxscores/202112260MIA.html
2021-12-26 06:00:00,Toronto Raptors,99,Cleveland Cavaliers,144,0,19432,Rocket Mortgage Fieldhouse,/boxscores/202112260CLE.html
2021-12-26 06:00:00,Memphis Grizzlies,127,Sacramento Kings,102,0,15685,Golden 1 Center,/boxscores/202112260SAC.html
2021-12-26 06:00:00,Philadelphia 76ers,117,Washington Wizards,96,0,16767,Capital One Arena,/boxscores/202112260WAS.html
2021-12-26 07:00:00,New Orleans Pelicans,112,Oklahoma City Thunder,117,0,15608,Paycom Center,/boxscores/202112260OKC.html
2021-12-26 07:00:00,Detroit Pistons,109,San Antonio Spurs,144,0,14715,AT&T Center,/boxscores/202112260SAS.html
2021-12-26 08:00:00,Indiana Pacers,105,Chicago Bulls,113,0,20475,United Center,/boxscores/202112260CHI.html
2021-12-26 09:00:00,Denver Nuggets,103,Los Angeles Clippers,100,0,17759,Crypto.com Arena,/boxscores/202112260LAC.html
2021-12-27 07:00:00,Houston Rockets,99,Charlotte Hornets,123,0,19349,Spectrum Center,/boxscores/202112270CHO.html
2021-12-27 07:30:00,Chicago Bulls,130,Atlanta Hawks,118,0,17049,State Farm Arena,/boxscores/202112270ATL.html
2021-12-27 08:00:00,Boston Celtics,103,Minnesota Timberwolves,108,0,15962,Target Center,/boxscores/202112270MIN.html
2021-12-27 08:30:00,Utah Jazz,110,San Antonio Spurs,104,0,16255,AT&T Center,/boxscores/202112270SAS.html
2021-12-27 09:00:00,Memphis Grizzlies,114,Phoenix Suns,113,0,17071,Phoenix Suns Arena,/boxscores/202112270PHO.html
2021-12-27 10:00:00,Dallas Mavericks,132,Portland Trail Blazers,117,0,18430,Moda Center,/boxscores/202112270POR.html
2021-12-27 10:30:00,Brooklyn Nets,124,Los Angeles Clippers,108,0,17128,Crypto.com Arena,/boxscores/202112270LAC.html
2021-12-28 07:00:00,Milwaukee Bucks,127,Orlando Magic,110,0,16696,Amway Center,/boxscores/202112280ORL.html
2021-12-28 07:30:00,Washington Wizards,112,Miami Heat,119,0,19600,FTX Arena,/boxscores/202112280MIA.html
2021-12-28 07:30:00,Philadelphia 76ers,114,Toronto Raptors,109,0,6960,Scotiabank Arena,/boxscores/202112280TOR.html
2021-12-28 08:00:00,Los Angeles Lakers,132,Houston Rockets,123,0,18104,Toyota Center,/boxscores/202112280HOU.html
2021-12-28 08:00:00,New York Knicks,96,Minnesota Timberwolves,88,0,16339,Target Center,/boxscores/202112280MIN.html
2021-12-28 08:00:00,Cleveland Cavaliers,104,New Orleans Pelicans,108,0,15835,Smoothie King Center,/boxscores/202112280NOP.html
2021-12-28 10:00:00,Denver Nuggets,89,Golden State Warriors,86,0,18064,Chase Center,/boxscores/202112280GSW.html
2021-12-28 10:00:00,Oklahoma City Thunder,111,Sacramento Kings,117,0,14750,Golden 1 Center,/boxscores/202112280SAC.html
2021-12-29 07:00:00,New York Knicks,94,Detroit Pistons,85,0,18312,Little Caesars Arena,/boxscores/202112290DET.html
2021-12-29 07:00:00,Charlotte Hornets,116,Indiana Pacers,108,0,17608,Gainbridge Fieldhouse,/boxscores/202112290IND.html
2021-12-29 07:30:00,Los Angeles Clippers,91,Boston Celtics,82,0,19156,TD Garden,/boxscores/202112290BOS.html
2021-12-29 08:00:00,Atlanta Hawks,117,Chicago Bulls,131,0,21372,United Center,/boxscores/202112290CHI.html
2021-12-29 08:00:00,Los Angeles Lakers,99,Memphis Grizzlies,104,0,17794,FedEx Forum,/boxscores/202112290MEM.html
2021-12-29 09:00:00,Oklahoma City Thunder,97,Phoenix Suns,115,0,17071,Phoenix Suns Arena,/boxscores/202112290PHO.html
2021-12-29 10:00:00,Utah Jazz,120,Portland Trail Blazers,105,0,17828,Moda Center,/boxscores/202112290POR.html
2021-12-29 10:30:00,Dallas Mavericks,94,Sacramento Kings,95,0,16071,Golden 1 Center,/boxscores/202112290SAC.html
2021-12-30 07:00:00,Philadelphia 76ers,110,Brooklyn Nets,102,0,17920,Barclays Center,/boxscores/202112300BRK.html
2021-12-30 07:00:00,Milwaukee Bucks,136,Orlando Magic,118,0,15855,Amway Center,/boxscores/202112300ORL.html
2021-12-30 07:00:00,Cleveland Cavaliers,93,Washington Wizards,110,0,15637,Capital One Arena,/boxscores/202112300WAS.html
2021-12-31 01:00:00,Phoenix Suns,108,Boston Celtics,123,0,19156,TD Garden,/boxscores/202112310BOS.html
2021-12-31 03:00:00,Chicago Bulls,108,Indiana Pacers,106,0,17515,Gainbridge Fieldhouse,/boxscores/202112310IND.html
2021-12-31 06:00:00,Dallas Mavericks,112,Sacramento Kings,96,0,15833,Golden 1 Center,/boxscores/202112310SAC.html
2021-12-31 07:00:00,Miami Heat,120,Houston Rockets,110,0,16197,Toyota Center,/boxscores/202112310HOU.html
2021-12-31 07:30:00,Atlanta Hawks,121,Cleveland Cavaliers,118,0,17745,Rocket Mortgage Fieldhouse,/boxscores/202112310CLE.html
2021-12-31 07:30:00,Los Angeles Clippers,108,Toronto Raptors,116,0,0,Scotiabank Arena,/boxscores/202112310TOR.html
2021-12-31 08:00:00,San Antonio Spurs,105,Memphis Grizzlies,118,0,15412,FedEx Forum,/boxscores/202112310MEM.html
2021-12-31 08:00:00,New York Knicks,80,Oklahoma City Thunder,95,0,16451,Paycom Center,/boxscores/202112310OKC.html
2021-12-31 09:00:00,Minnesota Timberwolves,108,Utah Jazz,120,0,18306,Vivint Smart Home Arena,/boxscores/202112310UTA.html
2021-12-31 10:30:00,Portland Trail Blazers,106,Los Angeles Lakers,139,0,18997,Crypto.com Arena,/boxscores/202112310LAL.html
2022-01-01 06:30:00,New Orleans Pelicans,113,Milwaukee Bucks,136,0,17341,Fiserv Forum,/boxscores/202201010MIL.html
2022-01-01 07:00:00,San Antonio Spurs,116,Detroit Pistons,117,1,18911,Little Caesars Arena,/boxscores/202201010DET.html
2022-01-01 07:00:00,Chicago Bulls,120,Washington Wizards,119,0,19043,Capital One Arena,/boxscores/202201010WAS.html
2022-01-01 07:30:00,Los Angeles Clippers,120,Brooklyn Nets,116,0,17732,Barclays Center,/boxscores/202201010BRK.html
2022-01-01 08:00:00,Denver Nuggets,124,Houston Rockets,111,0,18055,Toyota Center,/boxscores/202201010HOU.html
2022-01-01 09:00:00,Golden State Warriors,123,Utah Jazz,116,0,18306,Vivint Smart Home Arena,/boxscores/202201010UTA.html
2022-01-02 03:30:00,New York Knicks,105,Toronto Raptors,120,0,0,Scotiabank Arena,/boxscores/202201020TOR.html
2022-01-02 06:00:00,Orlando Magic,111,Boston Celtics,116,1,19156,TD Garden,/boxscores/202201020BOS.html
2022-01-02 06:00:00,Indiana Pacers,104,Cleveland Cavaliers,108,0,17808,Rocket Mortgage Fieldhouse,/boxscores/202201020CLE.html
2022-01-02 06:00:00,Miami Heat,113,Sacramento Kings,115,0,13699,Golden 1 Center,/boxscores/202201020SAC.html
2022-01-02 07:00:00,Phoenix Suns,133,Charlotte Hornets,99,0,19088,Spectrum Center,/boxscores/202201020CHO.html
2022-01-02 07:00:00,Dallas Mavericks,95,Oklahoma City Thunder,86,0,14751,Paycom Center,/boxscores/202201020OKC.html
2022-01-02 09:30:00,Minnesota Timberwolves,103,Los Angeles Lakers,108,0,18343,Crypto.com Arena,/boxscores/202201020LAL.html
2022-01-03 07:00:00,Houston Rockets,113,Philadelphia 76ers,133,0,20026,Wells Fargo Center,/boxscores/202201030PHI.html
2022-01-03 07:00:00,Charlotte Hornets,121,Washington Wizards,124,0,8902,Capital One Arena,/boxscores/202201030WAS.html
2022-01-03 07:30:00,Memphis Grizzlies,118,Brooklyn Nets,104,0,17089,Barclays Center,/boxscores/202201030BRK.html
2022-01-03 08:00:00,Orlando Magic,98,Chicago Bulls,102,0,20502,United Center,/boxscores/202201030CHI.html
2022-01-03 08:00:00,Detroit Pistons,115,Milwaukee Bucks,106,0,17341,Fiserv Forum,/boxscores/202201030MIL.html
2022-01-03 08:00:00,Utah Jazz,115,New Orleans Pelicans,104,0,15057,Smoothie King Center,/boxscores/202201030NOP.html
2022-01-03 08:30:00,Denver Nuggets,89,Dallas Mavericks,103,0,19767,American Airlines Center,/boxscores/202201030DAL.html
2022-01-03 10:00:00,Miami Heat,108,Golden State Warriors,115,0,18064,Chase Center,/boxscores/202201030GSW.html
2022-01-03 10:00:00,Atlanta Hawks,131,Portland Trail Blazers,136,0,15091,Moda Center,/boxscores/202201030POR.html
2022-01-03 10:30:00,Minnesota Timberwolves,122,Los Angeles Clippers,104,0,15959,Crypto.com Arena,/boxscores/202201030LAC.html
2022-01-04 07:00:00,Memphis Grizzlies,110,Cleveland Cavaliers,106,0,18178,Rocket Mortgage Fieldhouse,/boxscores/202201040CLE.html
2022-01-04 07:00:00,San Antonio Spurs,104,Toronto Raptors,129,0,0,Scotiabank Arena,/boxscores/202201040TOR.html
2022-01-04 07:30:00,Indiana Pacers,94,New York Knicks,104,0,18449,Madison Square Garden (IV),/boxscores/202201040NYK.html
2022-01-04 08:00:00,Phoenix Suns,123,New Orleans Pelicans,110,0,15158,Smoothie King Center,/boxscores/202201040NOP.html
2022-01-04 10:30:00,Sacramento Kings,114,Los Angeles Lakers,122,0,17919,Crypto.com Arena,/boxscores/202201040LAL.html
2022-01-05 07:00:00,Detroit Pistons,111,Charlotte Hornets,140,0,14427,Spectrum Center,/boxscores/202201050CHO.html
2022-01-05 07:00:00,Philadelphia 76ers,116,Orlando Magic,106,0,13116,Amway Center,/boxscores/202201050ORL.html
2022-01-05 07:00:00,Houston Rockets,114,Washington Wizards,111,0,13014,Capital One Arena,/boxscores/202201050WAS.html
2022-01-05 07:30:00,San Antonio Spurs,99,Boston Celtics,97,0,19156,TD Garden,/boxscores/202201050BOS.html
2022-01-05 07:30:00,Golden State Warriors,82,Dallas Mavericks,99,0,20441,American Airlines Center,/boxscores/202201050DAL.html
2022-01-05 07:30:00,Brooklyn Nets,129,Indiana Pacers,121,0,14176,Gainbridge Fieldhouse,/boxscores/202201050IND.html
2022-01-05 08:00:00,Toronto Raptors,117,Milwaukee Bucks,111,0,17341,Fiserv Forum,/boxscores/202201050MIL.html
2022-01-05 08:00:00,Oklahoma City Thunder,90,Minnesota Timberwolves,98,0,14375,Target Center,/boxscores/202201050MIN.html
2022-01-05 10:00:00,Utah Jazz,115,Denver Nuggets,109,0,14056,Ball Arena,/boxscores/202201050DEN.html
2022-01-05 10:00:00,Miami Heat,115,Portland Trail Blazers,109,0,15773,Moda Center,/boxscores/202201050POR.html
2022-01-05 10:00:00,Atlanta Hawks,108,Sacramento Kings,102,0,13104,Golden 1 Center,/boxscores/202201050SAC.html
2022-01-06 07:30:00,Boston Celtics,105,New York Knicks,108,0,17529,Madison Square Garden (IV),/boxscores/202201060NYK.html
2022-01-06 08:00:00,Detroit Pistons,88,Memphis Grizzlies,118,0,12983,FedEx Forum,/boxscores/202201060MEM.html
2022-01-06 08:00:00,Golden State Warriors,96,New Orleans Pelicans,101,0,15986,Smoothie King Center,/boxscores/202201060NOP.html
2022-01-06 10:00:00,Los Angeles Clippers,89,Phoenix Suns,106,0,17071,Phoenix Suns Arena,/boxscores/202201060PHO.html
2022-01-07 07:00:00,San Antonio Spurs,100,Philadelphia 76ers,119,0,20265,Wells Fargo Center,/boxscores/202201070PHI.html
2022-01-07 07:30:00,Milwaukee Bucks,121,Brooklyn Nets,109,0,17732,Barclays Center,/boxscores/202201070BRK.html
2022-01-07 07:30:00,Utah Jazz,108,Toronto Raptors,122,0,0,Scotiabank Arena,/boxscores/202201070TOR.html
2022-01-07 08:00:00,Washington Wizards,122,Chicago Bulls,130,0,21700,United Center,/boxscores/202201070CHI.html
2022-01-07 08:00:00,Dallas Mavericks,130,Houston Rockets,106,0,15238,Toyota Center,/boxscores/202201070HOU.html
2022-01-07 08:00:00,Minnesota Timberwolves,135,Oklahoma City Thunder,105,0,14874,Paycom Center,/boxscores/202201070OKC.html
2022-01-07 09:00:00,Sacramento Kings,111,Denver Nuggets,121,0,15966,Ball Arena,/boxscores/202201070DEN.html
2022-01-07 10:00:00,Atlanta Hawks,118,Los Angeles Lakers,134,0,18997,Crypto.com Arena,/boxscores/202201070LAL.html
2022-01-07 10:00:00,Cleveland Cavaliers,114,Portland Trail Blazers,101,0,16708,Moda Center,/boxscores/202201070POR.html
2022-01-08 03:30:00,Memphis Grizzlies,123,Los Angeles Clippers,108,0,17936,Crypto.com Arena,/boxscores/202201080LAC.html
2022-01-08 07:00:00,Milwaukee Bucks,106,Charlotte Hornets,114,0,19139,Spectrum Center,/boxscores/202201080CHO.html
2022-01-08 07:00:00,Orlando Magic,92,Detroit Pistons,97,0,18644,Little Caesars Arena,/boxscores/202201080DET.html
2022-01-08 07:00:00,Utah Jazz,113,Indiana Pacers,125,0,13160,Gainbridge Fieldhouse,/boxscores/202201080IND.html
2022-01-08 07:30:00,New York Knicks,75,Boston Celtics,99,0,19156,TD Garden,/boxscores/202201080BOS.html
2022-01-08 09:00:00,Miami Heat,123,Phoenix Suns,100,0,17071,Phoenix Suns Arena,/boxscores/202201080PHO.html
2022-01-09 12:00:00,San Antonio Spurs,119,Brooklyn Nets,121,1,15606,Barclays Center,/boxscores/202201090BRK.html
2022-01-09 03:30:00,Atlanta Hawks,93,Los Angeles Clippers,106,0,14836,Crypto.com Arena,/boxscores/202201090LAC.html
2022-01-09 06:00:00,Washington Wizards,102,Orlando Magic,100,0,13223,Amway Center,/boxscores/202201090ORL.html
2022-01-09 06:00:00,New Orleans Pelicans,101,Toronto Raptors,105,0,0,Scotiabank Arena,/boxscores/202201090TOR.html
2022-01-09 07:00:00,Minnesota Timberwolves,141,Houston Rockets,123,0,15277,Toyota Center,/boxscores/202201090HOU.html
2022-01-09 07:00:00,Denver Nuggets,99,Oklahoma City Thunder,95,0,14772,Paycom Center,/boxscores/202201090OKC.html
2022-01-09 07:30:00,Chicago Bulls,99,Dallas Mavericks,113,0,20041,American Airlines Center,/boxscores/202201090DAL.html
2022-01-09 08:30:00,Cleveland Cavaliers,82,Golden State Warriors,96,0,18064,Chase Center,/boxscores/202201090GSW.html
2022-01-09 09:00:00,Sacramento Kings,88,Portland Trail Blazers,103,0,16408,Moda Center,/boxscores/202201090POR.html
2022-01-09 09:30:00,Memphis Grizzlies,127,Los Angeles Lakers,119,0,18288,Crypto.com Arena,/boxscores/202201090LAL.html
2022-01-10 07:00:00,Milwaukee Bucks,99,Charlotte Hornets,103,0,14253,Spectrum Center,/boxscores/202201100CHO.html
2022-01-10 07:00:00,Utah Jazz,116,Detroit Pistons,126,0,17834,Little Caesars Arena,/boxscores/202201100DET.html
2022-01-10 07:30:00,Indiana Pacers,98,Boston Celtics,101,1,19156,TD Garden,/boxscores/202201100BOS.html
2022-01-10 07:30:00,San Antonio Spurs,96,New York Knicks,111,0,16569,Madison Square Garden (IV),/boxscores/202201100NYK.html
2022-01-10 08:00:00,Philadelphia 76ers,111,Houston Rockets,91,0,13593,Toyota Center,/boxscores/202201100HOU.html
2022-01-10 10:00:00,Brooklyn Nets,108,Portland Trail Blazers,114,0,16379,Moda Center,/boxscores/202201100POR.html
2022-01-10 10:00:00,Cleveland Cavaliers,109,Sacramento Kings,108,0,12110,Golden 1 Center,/boxscores/202201100SAC.html
2022-01-11 07:00:00,Oklahoma City Thunder,118,Washington Wizards,122,0,13985,Capital One Arena,/boxscores/202201110WAS.html
2022-01-11 07:30:00,Phoenix Suns,99,Toronto Raptors,95,0,0,Scotiabank Arena,/boxscores/202201110TOR.html
2022-01-11 08:00:00,Detroit Pistons,87,Chicago Bulls,133,0,19886,United Center,/boxscores/202201110CHI.html
2022-01-11 08:00:00,Golden State Warriors,108,Memphis Grizzlies,116,0,17794,FedEx Forum,/boxscores/202201110MEM.html
2022-01-11 08:00:00,Minnesota Timberwolves,125,New Orleans Pelicans,128,0,15155,Smoothie King Center,/boxscores/202201110NOP.html
2022-01-11 10:30:00,Denver Nuggets,85,Los Angeles Clippers,87,0,15077,Crypto.com Arena,/boxscores/202201110LAC.html
2022-01-12 07:00:00,Boston Celtics,119,Indiana Pacers,100,0,13560,Gainbridge Fieldhouse,/boxscores/202201120IND.html
2022-01-12 07:00:00,Charlotte Hornets,109,Philadelphia 76ers,98,0,20317,Wells Fargo Center,/boxscores/202201120PHI.html
2022-01-12 07:00:00,Orlando Magic,106,Washington Wizards,112,0,13138,Capital One Arena,/boxscores/202201120WAS.html
2022-01-12 07:30:00,Miami Heat,115,Atlanta Hawks,91,0,15355,State Farm Arena,/boxscores/202201120ATL.html
2022-01-12 07:30:00,Dallas Mavericks,85,New York Knicks,108,0,18215,Madison Square Garden (IV),/boxscores/202201120NYK.html
2022-01-12 08:30:00,Houston Rockets,128,San Antonio Spurs,124,0,11314,AT&T Center,/boxscores/202201120SAS.html
2022-01-12 09:00:00,Cleveland Cavaliers,111,Utah Jazz,91,0,18306,Vivint Smart Home Arena,/boxscores/202201120UTA.html
2022-01-12 10:00:00,Brooklyn Nets,138,Chicago Bulls,112,0,21698,United Center,/boxscores/202201120CHI.html
2022-01-12 10:00:00,Los Angeles Lakers,116,Sacramento Kings,125,0,12199,Golden 1 Center,/boxscores/202201120SAC.html
2022-01-13 07:30:00,Golden State Warriors,99,Milwaukee Bucks,118,0,17848,Fiserv Forum,/boxscores/202201130MIL.html
2022-01-13 08:00:00,Minnesota Timberwolves,108,Memphis Grizzlies,116,0,15881,FedEx Forum,/boxscores/202201130MEM.html
2022-01-13 08:00:00,Los Angeles Clippers,89,New Orleans Pelicans,113,0,15406,Smoothie King Center,/boxscores/202201130NOP.html
2022-01-13 08:30:00,Oklahoma City Thunder,130,Brooklyn Nets,109,0,16964,Barclays Center,/boxscores/202201130BRK.html
2022-01-13 10:00:00,Portland Trail Blazers,108,Denver Nuggets,140,0,14972,Ball Arena,/boxscores/202201130DEN.html
2022-01-14 07:00:00,Orlando Magic,116,Charlotte Hornets,109,0,16011,Spectrum Center,/boxscores/202201140CHO.html
2022-01-14 07:00:00,Toronto Raptors,87,Detroit Pistons,103,0,18011,Little Caesars Arena,/boxscores/202201140DET.html
2022-01-14 07:00:00,Phoenix Suns,112,Indiana Pacers,94,0,14019,Gainbridge Fieldhouse,/boxscores/202201140IND.html
2022-01-14 07:00:00,Boston Celtics,99,Philadelphia 76ers,111,0,20444,Wells Fargo Center,/boxscores/202201140PHI.html
2022-01-14 07:30:00,Golden State Warriors,138,Chicago Bulls,96,0,21174,United Center,/boxscores/202201140CHI.html
2022-01-14 08:00:00,Atlanta Hawks,118,Miami Heat,124,0,19600,FTX Arena,/boxscores/202201140MIA.html
2022-01-14 08:30:00,Cleveland Cavaliers,114,San Antonio Spurs,109,0,12160,AT&T Center,/boxscores/202201140SAS.html
2022-01-14 10:00:00,Dallas Mavericks,112,Memphis Grizzlies,85,0,16712,FedEx Forum,/boxscores/202201140MEM.html
2022-01-14 10:00:00,Houston Rockets,114,Sacramento Kings,126,0,12857,Golden 1 Center,/boxscores/202201140SAC.html
2022-01-15 06:30:00,Toronto Raptors,103,Milwaukee Bucks,96,0,17341,Fiserv Forum,/boxscores/202201150MIL.html
2022-01-15 07:00:00,Portland Trail Blazers,115,Washington Wizards,110,0,15124,Capital One Arena,/boxscores/202201150WAS.html
2022-01-15 07:30:00,New York Knicks,117,Atlanta Hawks,108,0,16414,State Farm Arena,/boxscores/202201150ATL.html
2022-01-15 07:30:00,New Orleans Pelicans,105,Brooklyn Nets,120,0,17034,Barclays Center,/boxscores/202201150BRK.html
2022-01-15 08:00:00,Philadelphia 76ers,109,Miami Heat,98,0,19600,FTX Arena,/boxscores/202201150MIA.html
2022-01-15 08:00:00,Cleveland Cavaliers,107,Oklahoma City Thunder,102,0,15284,Paycom Center,/boxscores/202201150OKC.html
2022-01-15 08:30:00,Chicago Bulls,112,Boston Celtics,114,0,19156,TD Garden,/boxscores/202201150BOS.html
2022-01-15 08:30:00,Los Angeles Clippers,94,San Antonio Spurs,101,0,13223,AT&T Center,/boxscores/202201150SAS.html
2022-01-15 09:00:00,Los Angeles Lakers,96,Denver Nuggets,133,0,19520,Ball Arena,/boxscores/202201150DEN.html
2022-01-15 09:30:00,Orlando Magic,92,Dallas Mavericks,108,0,19816,American Airlines Center,/boxscores/202201150DAL.html
2022-01-16 01:00:00,Phoenix Suns,135,Detroit Pistons,108,0,18178,Little Caesars Arena,/boxscores/202201160DET.html
2022-01-16 06:00:00,Houston Rockets,118,Sacramento Kings,112,0,13601,Golden 1 Center,/boxscores/202201160SAC.html
2022-01-16 08:00:00,Utah Jazz,125,Denver Nuggets,102,0,15647,Ball Arena,/boxscores/202201160DEN.html
