date,away_team,away_pts,home_team,home_pts,ot,attendees,arena,link
2022-04-28 10:00:00,Dallas Mavericks,98,Utah Jazz,96,0,18306,Vivint Smart Home Arena,/boxscores/202204280UTA.html
2022-04-29 09:00:00,Memphis Grizzlies,114,Minnesota Timberwolves,106,0,20323,Target Center,/boxscores/202204290MIN.html
2022-05-01 01:00:00,Milwaukee Bucks,101,Boston Celtics,89,0,19156,TD Garden,/boxscores/202205010BOS.html
2022-05-01 03:30:00,Golden State Warriors,117,Memphis Grizzlies,116,0,17794,FedEx Forum,/boxscores/202205010MEM.html
2022-05-02 07:30:00,Philadelphia 76ers,92,Miami Heat,106,0,19620,FTX Arena,/boxscores/202205020MIA.html
2022-05-02 10:00:00,Dallas Mavericks,114,Phoenix Suns,121,0,17071,Phoenix Suns Arena,/boxscores/202205020PHO.html
2022-05-03 07:00:00,Milwaukee Bucks,86,Boston Celtics,109,0,19156,TD Garden,/boxscores/202205030BOS.html
2022-05-03 09:30:00,Golden State Warriors,101,Memphis Grizzlies,106,0,17794,FedEx Forum,/boxscores/202205030MEM.html
2022-05-04 07:30:00,Philadelphia 76ers,103,Miami Heat,119,0,19759,FTX Arena,/boxscores/202205040MIA.html
2022-05-04 10:00:00,Dallas Mavericks,109,Phoenix Suns,129,0,17071,Phoenix Suns Arena,/boxscores/202205040PHO.html
2022-05-06 07:00:00,Miami Heat,79,Philadelphia 76ers,99,0,21033,Wells Fargo Center,/boxscores/202205060PHI.html
2022-05-06 09:30:00,Phoenix Suns,94,Dallas Mavericks,103,0,20777,American Airlines Center,/boxscores/202205060DAL.html
2022-05-07 03:30:00,Boston Celtics,101,Milwaukee Bucks,103,0,17736,Fiserv Forum,/boxscores/202205070MIL.html
2022-05-07 08:30:00,Memphis Grizzlies,112,Golden State Warriors,142,0,18064,Chase Center,/boxscores/202205070GSW.html
2022-05-08 03:30:00,Phoenix Suns,101,Dallas Mavericks,111,0,20610,American Airlines Center,/boxscores/202205080DAL.html
2022-05-08 08:00:00,Miami Heat,108,Philadelphia 76ers,116,0,21194,Wells Fargo Center,/boxscores/202205080PHI.html
2022-05-09 07:30:00,Boston Celtics,116,Milwaukee Bucks,108,0,17505,Fiserv Forum,/boxscores/202205090MIL.html
2022-05-09 10:00:00,Memphis Grizzlies,98,Golden State Warriors,101,0,18064,Chase Center,/boxscores/202205090GSW.html
2022-05-10 07:30:00,Philadelphia 76ers,85,Miami Heat,120,0,19868,FTX Arena,/boxscores/202205100MIA.html
2022-05-10 10:00:00,Dallas Mavericks,80,Phoenix Suns,110,0,17071,Phoenix Suns Arena,/boxscores/202205100PHO.html
2022-05-11 07:00:00,Milwaukee Bucks,110,Boston Celtics,107,0,19156,TD Garden,/boxscores/202205110BOS.html
2022-05-11 09:30:00,Golden State Warriors,95,Memphis Grizzlies,134,0,17794,FedEx Forum,/boxscores/202205110MEM.html
2022-05-12 07:00:00,Miami Heat,99,Philadelphia 76ers,90,0,21082,Wells Fargo Center,/boxscores/202205120PHI.html
2022-05-12 09:30:00,Phoenix Suns,86,Dallas Mavericks,113,0,20777,American Airlines Center,/boxscores/202205120DAL.html
2022-05-13 07:30:00,Boston Celtics,108,Milwaukee Bucks,95,0,17681,Fiserv Forum,/boxscores/202205130MIL.html
2022-05-13 10:00:00,Memphis Grizzlies,96,Golden State Warriors,110,0,18064,Chase Center,/boxscores/202205130GSW.html
2022-05-15 03:30:00,Milwaukee Bucks,81,Boston Celtics,109,0,19156,TD Garden,/boxscores/202205150BOS.html
2022-05-15 08:00:00,Dallas Mavericks,123,Phoenix Suns,90,0,17071,Phoenix Suns Arena,/boxscores/202205150PHO.html
2022-05-17 08:30:00,Boston Celtics,107,Miami Heat,118,0,19774,FTX Arena,/boxscores/202205170MIA.html
2022-05-18 09:00:00,Dallas Mavericks,87,Golden State Warriors,112,0,18064,Chase Center,/boxscores/202205180GSW.html
2022-05-19 08:30:00,Boston Celtics,127,Miami Heat,102,0,20100,FTX Arena,/boxscores/202205190MIA.html
2022-05-20 09:00:00,Dallas Mavericks,117,Golden State Warriors,126,0,18064,Chase Center,/boxscores/202205200GSW.html
2022-05-21 08:30:00,Miami Heat,109,Boston Celtics,103,0,19156,TD Garden,/boxscores/202205210BOS.html
2022-05-22 09:00:00,Golden State Warriors,109,Dallas Mavericks,100,0,20813,American Airlines Center,/boxscores/202205220DAL.html
2022-05-23 08:30:00,Miami Heat,82,Boston Celtics,102,0,19156,TD Garden,/boxscores/202205230BOS.html
2022-05-24 09:00:00,Golden State Warriors,109,Dallas Mavericks,119,0,20810,American Airlines Center,/boxscores/202205240DAL.html
2022-05-25 08:30:00,Boston Celtics,93,Miami Heat,80,0,19819,FTX Arena,/boxscores/202205250MIA.html
2022-05-26 09:00:00,Dallas Mavericks,110,Golden State Warriors,120,0,18064,Chase Center,/boxscores/202205260GSW.html
2022-05-27 08:30:00,Miami Heat,111,Boston Celtics,103,0,19156,TD Garden,/boxscores/202205270BOS.html
2022-05-29 08:30:00,Boston Celtics,100,Miami Heat,96,0,20200,FTX Arena,/boxscores/202205290MIA.html
2022-06-02 09:00:00,Boston Celtics,120,Golden State Warriors,108,0,18064,Chase Center,/boxscores/202206020GSW.html
2022-06-05 08:00:00,Boston Celtics,88,Golden State Warriors,107,0,18064,Chase Center,/boxscores/202206050GSW.html
2022-06-08 09:00:00,Golden State Warriors,100,Boston Celtics,116,0,19156,TD Garden,/boxscores/202206080BOS.html
2022-06-10 11:00:00,Golden State Warriors,107,Boston Celtics,97,0,19156,TD Garden,/boxscores/202206100BOS.html
2022-06-13 09:00:00,Boston Celtics,94,Golden State Warriors,104,0,18064,Chase Center,/boxscores/202206130GSW.html
2022-06-16 09:00:00,Golden State Warriors,103,Boston Celtics,90,0,19156,TD Garden,/boxscores/202206160BOS.html
